campaign_id,name,brand,year,award_show,award_category,industry,extraction_timestamp,award_prestige_score,award_status_binary,award_potential_score,award_hierarchy_level,time_since_award_years,csr_presence_binary,csr_category,csr_message_prominence,csr_authenticity_score,purpose_driven_score,visual_complexity_score,edge_density,spatial_frequency,color_palette_diversity,dominant_color_hue,face_presence_binary,brand_asset_visibility,logo_size_ratio,aesthetic_score,memorability_score,distinctiveness_score,message_sentiment,message_urgency,emotional_tone_score,message_clarity,readability_score,cta_presence,headline_strength,value_proposition_clarity,emotional_words_count,innovation_level,technology_integration,creative_distinctiveness,execution_quality,originality_score,cultural_relevance_score,cultural_authenticity,localization_depth,cultural_symbol_count,trend_alignment,zeitgeist_relevance,campaign_duration_days,budget_allocated,channel_mix_diversity,targeting_precision,message_consistency,strategic_clarity,competitive_pressure,market_saturation,creative_effectiveness_score,roi_multiplier,brand_lift_percentage,engagement_rate,purchase_intent_lift,binary_success,has_gdrive_assets,gdrive_folder_id,source,data_completeness,country,region,agency,sales_lift_percentage,market_share_gain,has_humor,has_emotion,creative_concept,primary_channel,channel_diversity,channel_mix,has_tech_innovation,technology_type,total_awards,has_warc_award,has_cannes_award,warc_case_id,warc_file_id,original_case_study,scoring_method,scoring_date,ces_normalized,rescaling_method,rescaling_date
WARC_Cadbury_2024,Shah Rukh Khan-My-Ad,Cadbury,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,85.0,3.55,23.7,0.61,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_002,154952_Cadbury_Shah_Rukh_KhanMyA.pdf,"{'case_id': 'warc_002', 'warc_file_id': '154952_Cadbury_Shah_Rukh_KhanMyA.pdf', 'campaign_identification': {'campaign_name': 'Shah Rukh Khan-My-Ad', 'brand': 'Cadbury', 'parent_company': 'Mondelez International', 'publication_year': 2024, 'warc_source': 'WARC Effective 100', 'industry_sector': 'FMCG/Confectionery', 'sub_category': 'Chocolate & Confectionery'}, 'market_context': {'primary_market': 'India', 'market_type': 'Emerging', 'target_audience': 'Indian families', 'audience_demographics': {'primary': 'Indian consumers across age groups', 'geographic_focus': 'Pan-India with local store emphasis'}}, 'business_challenge': {'primary_challenge': 'COVID impact, inflation, online shopping shift', 'market_situation': 'Small retailers struggling against online giants like Amazon', 'competitive_context': 'E-commerce threatening traditional retail'}, 'campaign_objectives': {'primary_objective': 'Support local stores, increase mental availability', 'secondary_objectives': ['Encourage shopping at small local stores', 'Grow brand consideration', 'Generate user-created content']}, 'strategy_execution': {'core_strategy': 'Hyper-personalized ads with SRK for every store', 'innovation_factor': 'Hyper-personalization at scale', 'execution_elements': ['AI-powered personalized video ads', 'Shah Rukh Khan mentioning specific store names', 'User-generated content platform', 'Geo-targeted delivery']}, 'creative_elements': {'content_types': ['Video Ads', 'Interactive Platform'], 'celebrity_endorsement': {'featured': True, 'celebrity': 'Shah Rukh Khan', 'role': 'Brand ambassador for local stores'}, 'emotional_appeal': 'High - community support', 'cultural_relevance': 'Very High - Bollywood star, local stores'}, 'channels_media': {'primary_channels': ['YouTube', 'Meta', 'Website'], 'media_mix': 'Digital-focused with high amplification', 'personalization_level': 'Hyper-personalized'}, 'technology_integration': {'tech_enabled': True, 'platforms_used': ['AI voice synthesis', 'Geo-targeting', 'Video personalization'], 'innovation_level': 'Very High', 'digital_sophistication': 'Very High'}, 'csr_purpose_elements': {'csr_integrated': True, 'csr_themes': ['Supporting local businesses', 'Community support'], 'authenticity_level': 'High', 'purpose_prominence': 'Co-primary with brand message'}, 'performance_metrics': {'reach_metrics': {'total_impressions': '1.4M impressions', 'generated_videos': '130k unique videos'}, 'engagement_metrics': {'organic_mentions': '11k positive mentions', 'user_generated_content': '130k videos'}, 'business_impact': {'sales_uplift': '35%', 'consideration_increase': '7.3%', 'roi_reported': 'Significant positive ROI'}}, 'awards_recognition': {'warc_effective_100': True, 'effectiveness_rating': 'High'}, 'agency_credits': {'creative_agency': 'Ogilvy Mumbai', 'media_agency': 'Wavemaker Mumbai', 'key_personnel': ['Sukesh Nayak - Chief Creative Officer', 'Hemant Sharma - Group Creative Director']}}",WARC_feature_extraction,2025-07-11T17:27:43.951821,3.1125664539901323,balanced,2025-07-11T17:56:28.842777
WARC_UCash/Shwapno_2024,Project AgroBanking,UCash/Shwapno,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,68.2,3.05,23.1,0.509,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,0.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_003,143438_UCash_Shwapno_Project_AgroBankin.pdf,"{'case_id': 'warc_003', 'warc_file_id': '143438_UCash_Shwapno_Project_AgroBankin.pdf', 'campaign_identification': {'campaign_name': 'Project AgroBanking', 'brand': 'UCash/Shwapno', 'parent_company': 'United Commercial Bank (UCB)', 'publication_year': 2022, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Financial Services', 'sub_category': 'Banking & Financial Inclusion'}, 'market_context': {'primary_market': 'Bangladesh', 'market_type': 'Developing', 'target_audience': 'Rural farmers', 'audience_demographics': {'primary': 'Unbanked rural farmers', 'economic_status': 'Low to middle income', 'geographic_focus': 'Rural Bangladesh'}}, 'business_challenge': {'primary_challenge': '33% population unbanked, rural farmers excluded', 'market_situation': 'UCB seen as traditional bank lacking innovation', 'competitive_context': 'Financial inclusion gap in rural areas'}, 'campaign_objectives': {'primary_objective': 'Enable farmers to sell produce at fair prices', 'secondary_objectives': ['Increase bank account penetration', 'Modernize bank image', 'Create sustainable farmer value chain']}, 'strategy_execution': {'core_strategy': 'Collection points for produce-to-bank account conversion', 'innovation_factor': 'First agro-banking platform', 'execution_elements': ['Physical collection points setup', 'Direct produce-to-money conversion', 'Megaphone announcements in rural areas', 'Social media education']}, 'channels_media': {'primary_channels': ['OOH', 'Video', 'Megaphone announcements', 'Social media'], 'media_mix': 'Traditional + Digital hybrid', 'rural_outreach': 'High emphasis on ground-level communication'}, 'technology_integration': {'tech_enabled': True, 'platforms_used': ['Digital banking platform', 'Mobile payments'], 'innovation_level': 'Medium-High', 'financial_tech': 'Banking integration system'}, 'csr_purpose_elements': {'csr_integrated': True, 'csr_themes': ['Financial inclusion', 'Rural development', 'Fair trade'], 'authenticity_level': 'Very High', 'purpose_prominence': 'Primary campaign driver'}, 'performance_metrics': {'reach_metrics': {'locations_reached': '100+ locations', 'new_accounts': '122,000 new bank accounts'}, 'business_impact': {'account_acquisition': '122k new accounts', 'geographic_expansion': '100+ rural locations', 'roi_reported': 'Not specified but implied positive'}}, 'awards_recognition': {'warc_effective_100': True, 'social_impact': 'High recognition'}}",WARC_feature_extraction,2025-07-11T17:27:43.951853,0.32260511432954114,balanced,2025-07-11T17:56:28.842777
WARC_KPN_2024,A Piece of Me,KPN,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,71.1,3.13,21.5,0.527,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_004,159467_KPN_A_Piece_of_M.pdf,"{'case_id': 'warc_004', 'warc_file_id': '159467_KPN_A_Piece_of_M.pdf', 'campaign_identification': {'campaign_name': 'A Piece of Me', 'brand': 'KPN', 'parent_company': 'KPN (Royal KPN N.V.)', 'publication_year': 2025, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Telecommunications', 'sub_category': 'Mobile & Internet Services'}, 'market_context': {'primary_market': 'Netherlands', 'market_type': 'Developed', 'target_audience': 'Dutch teenagers', 'audience_demographics': {'primary': '13-19 year olds', 'issue_focus': 'Online safety and mental health'}}, 'business_challenge': {'primary_challenge': '33,000 Dutch teens had intimate footage shared without consent', 'market_situation': 'Online shaming leading to depression and suicide', 'social_issue': 'Society blaming victims rather than perpetrators'}, 'campaign_objectives': {'primary_objective': 'Transform attitudes towards online shaming', 'secondary_objectives': ['Increase awareness of online safety', 'Build brand consideration among youth', 'Create cultural conversation about consent']}, 'strategy_execution': {'core_strategy': 'TikTok talk show + musician MEAU collaboration', 'innovation_factor': 'TikTok talk show format', 'execution_elements': ['Expert-moderated TikTok conversations', 'Song creation based on real victim stories', 'Music video highlighting online shaming impact', 'Multi-platform amplification']}, 'creative_elements': {'content_types': ['TikTok Talk Show', 'Music', 'Music Video'], 'celebrity_endorsement': {'featured': True, 'celebrity': 'MEAU (Dutch musician)', 'role': 'Collaborating artist and advocate'}, 'emotional_appeal': 'Very High - mental health, safety'}, 'channels_media': {'primary_channels': ['TikTok', 'Music streaming platforms'], 'media_mix': 'Native social + Music industry integration'}, 'technology_integration': {'tech_enabled': True, 'platforms_used': ['TikTok platform', 'Streaming platforms'], 'innovation_level': 'Medium', 'social_media_native': True}, 'csr_purpose_elements': {'csr_integrated': True, 'csr_themes': ['Online safety', 'Mental health', 'Youth protection'], 'authenticity_level': 'Very High', 'purpose_prominence': 'Primary campaign driver'}, 'performance_metrics': {'reach_metrics': {'music_streams': '10+ million streams', 'music_achievement': 'Gold record status'}, 'business_impact': {'conversation_uplift': '183% increase in online shaming conversations', 'brand_consideration': '9% increase', 'cultural_impact': 'Significant - policy discussions initiated'}}, 'awards_recognition': {'warc_effective_100': True, 'music_industry': 'Gold record achievement'}}",WARC_feature_extraction,2025-07-11T17:27:43.951889,0.605849920386454,balanced,2025-07-11T17:56:28.842777
WARC_Home_Centre_2024,A Dad's Job,Home Centre,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,68.4,3.05,20.0,0.51,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_005,143435_Home_Centre_A_Dads_Jo.pdf,"{'case_id': 'warc_005', 'warc_file_id': '143435_Home_Centre_A_Dads_Jo.pdf', 'campaign_identification': {'campaign_name': ""A Dad's Job"", 'brand': 'Home Centre', 'parent_company': 'Landmark Group', 'publication_year': 2022, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Home Furnishing/Retail', 'sub_category': 'Home Decor & Furniture'}, 'market_context': {'primary_market': 'UAE', 'market_type': 'Developed', 'target_audience': 'Middle East families', 'cultural_context': ""15% of homes don't have fathers, single mothers are cultural taboo""}, 'business_challenge': {'primary_challenge': 'Single mothers remain a cultural taboo in Middle East', 'market_situation': ""Father's Day marketing ignores single mother households"", 'social_issue': ""Lack of recognition for single mothers' dual role""}, 'campaign_objectives': {'primary_objective': ""Disrupt Father's Day, highlight single mothers"", 'secondary_objectives': ['Challenge cultural taboos', 'Generate conversation about family structures', 'Drive brand awareness and sales']}, 'strategy_execution': {'core_strategy': 'Celebrate real single mothers and their children', 'innovation_factor': ""Counter-narrative to Father's Day"", 'execution_elements': ['Real single mother stories', 'Influencer amplification', 'News show seeding', 'Career workshops for single mothers']}, 'creative_elements': {'content_types': ['Film', 'Documentary Content', 'Educational Workshops'], 'emotional_appeal': 'Very High - family, empowerment', 'cultural_relevance': 'Very High - Middle Eastern family structures', 'authenticity': 'High - real stories'}, 'channels_media': {'primary_channels': ['Film', 'Influencers', 'News shows', 'Career workshops'], 'media_mix': 'Integrated approach across earned and owned'}, 'technology_integration': {'tech_enabled': False, 'innovation_level': 'Low - focus on content and messaging', 'digital_sophistication': 'Medium'}, 'csr_purpose_elements': {'csr_integrated': True, 'csr_themes': ['Social equality', 'Women empowerment', 'Family diversity'], 'authenticity_level': 'Very High', 'purpose_prominence': 'Primary campaign driver'}, 'performance_metrics': {'reach_metrics': {'earned_impressions': '1.1 billion'}, 'business_impact': {'revenue_increase': '120%', 'cultural_impact': 'Significant conversation generation', 'brand_awareness': 'Substantial lift'}}, 'awards_recognition': {'warc_effective_100': True, 'cultural_impact': 'High recognition for challenging taboos'}, 'agency_credits': {'creative_agency': 'FP7 McCann Dubai', 'media_agency': 'Initiative Cairo', 'key_personnel': ['Tahaab Rais - Regional Head of Strategy, Creative Director', 'Fouad Abdel Malak, Oliver Robinson - Regional ECD']}}",WARC_feature_extraction,2025-07-11T17:27:43.951922,0.336767354632387,balanced,2025-07-11T17:56:28.842777
WARC_Cadbury_2024,Not Just a Cadbury Ad 2.0,Cadbury,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,85.0,3.55,24.2,0.61,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_006,149667_Cadbury_Not_Just_a_Cadbury_Ad_.0.pdf,"{'case_id': 'warc_006', 'warc_file_id': '149667_Cadbury_Not_Just_a_Cadbury_Ad_.0.pdf', 'campaign_identification': {'campaign_name': 'Not Just a Cadbury Ad 2.0', 'brand': 'Cadbury', 'parent_company': 'Mondelez International', 'publication_year': 2023, 'warc_source': 'WARC Effective 100', 'industry_sector': 'FMCG/Confectionery', 'sub_category': 'Chocolate & Confectionery'}, 'market_context': {'primary_market': 'India', 'market_type': 'Emerging', 'target_audience': 'Indian families during Diwali', 'seasonal_context': 'Diwali gifting festival'}, 'business_challenge': {'primary_challenge': 'COVID muted Diwali, retailers averse to stocking', 'market_situation': '70% of gifting inventory held by small local shops under pressure', 'competitive_context': 'Online giants growing during pandemic'}, 'campaign_objectives': {'primary_objective': 'Help local stores, encourage shopping there', 'secondary_objectives': ['Boost Diwali sales', 'Support local business ecosystem', 'Increase household penetration']}, 'strategy_execution': {'core_strategy': 'Voice AI-activated geo-targeted ads with Shah Rukh Khan', 'innovation_factor': 'AI voice personalization', 'execution_elements': ['Geo-targeted voice AI ads', 'Shah Rukh Khan mentioning specific shop names', 'Hyper-local personalization', 'Digital amplification']}, 'creative_elements': {'content_types': ['Voice AI Ads', 'Digital Video'], 'celebrity_endorsement': {'featured': True, 'celebrity': 'Shah Rukh Khan', 'role': 'Voice for local stores'}, 'emotional_appeal': 'High - festival, community', 'cultural_relevance': 'Very High - Diwali, local stores'}, 'channels_media': {'primary_channels': ['Digital', 'Voice AI'], 'media_mix': 'AI-powered digital activation'}, 'technology_integration': {'tech_enabled': True, 'platforms_used': ['Voice AI', 'Geo-targeting', 'Personalization engine'], 'innovation_level': 'Very High', 'digital_sophistication': 'Very High'}, 'csr_purpose_elements': {'csr_integrated': True, 'csr_themes': ['Supporting local businesses', 'Community commerce'], 'authenticity_level': 'High', 'purpose_prominence': 'Co-primary'}, 'performance_metrics': {'business_impact': {'household_penetration': '3-year high of 9.4%', 'local_store_support': 'Significant', 'roi_reported': 'Positive based on penetration gains'}}, 'awards_recognition': {'warc_effective_100': True}, 'agency_credits': {'creative_agency': 'Ogilvy Mumbai', 'media_agency': 'Wavemaker Mumbai'}}",WARC_feature_extraction,2025-07-11T17:27:43.951958,3.4241357406527366,balanced,2025-07-11T17:56:28.842777
WARC_ANZ_2024,From dreaming big to knowing HOW,ANZ,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,67.4,3.02,24.8,0.504,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_007,159582_ANZ_From_dreaming_big_to_knowing.pdf,"{'case_id': 'warc_007', 'warc_file_id': '159582_ANZ_From_dreaming_big_to_knowing.pdf', 'campaign_identification': {'campaign_name': 'From dreaming big to knowing HOW', 'brand': 'ANZ', 'parent_company': 'Australia and New Zealand Banking Group', 'publication_year': 2025, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Banking/Financial Services', 'sub_category': 'Retail Banking'}, 'market_context': {'primary_market': 'New Zealand', 'market_type': 'Developed', 'target_audience': 'New Zealand consumers', 'cultural_context': 'Post-pandemic NZ independence mindset'}, 'business_challenge': {'primary_challenge': 'Eroding share of voice, reputational issues, declining consideration', 'market_situation': 'Culture and conduct issues affecting NZ big banks', 'competitive_context': 'Banking industry reputation challenges'}, 'campaign_objectives': {'primary_objective': 'Influence customer experience and product innovation', 'secondary_objectives': ['Rebuild brand consideration', 'Increase marketing influence within organization', 'Connect with NZ cultural shift']}, 'strategy_execution': {'core_strategy': ""All-of-business platform: 'If you have a WHY, we have the HOW'"", 'innovation_factor': 'All-of-business platform approach', 'execution_elements': ['Cross-business integration', 'In-branch implementation', 'Staff training programs', 'New product development', 'Customer experience transformation']}, 'creative_elements': {'content_types': ['Integrated Communications', 'Service Design'], 'emotional_appeal': 'Medium - empowerment', 'cultural_relevance': 'High - NZ independence mindset', 'brand_integration': 'Very High - total business transformation'}, 'channels_media': {'primary_channels': ['Communications', 'In-branch', 'Staff training', 'Customer experience'], 'media_mix': 'Integrated business transformation approach'}, 'technology_integration': {'tech_enabled': False, 'innovation_level': 'Medium', 'business_transformation': 'High - new products and tools'}, 'csr_purpose_elements': {'csr_integrated': False, 'focus': 'Business empowerment rather than social cause'}, 'performance_metrics': {'business_impact': {'profit_roi': 'Significant positive ROI', 'marketing_influence': 'Increased within organization', 'brand_consideration': 'Improved'}}, 'awards_recognition': {'warc_effective_100': True}}",WARC_feature_extraction,2025-07-11T17:27:43.951990,0.23763167251246714,balanced,2025-07-11T17:56:28.842777
WARC_Jif_2024,The Lil Jif Project,Jif,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,75.3,3.26,24.0,0.552,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_008,149665_Jif_The_Lil_Jif_Projec.pdf,"{'case_id': 'warc_008', 'warc_file_id': '149665_Jif_The_Lil_Jif_Projec.pdf', 'campaign_identification': {'campaign_name': 'The Lil Jif Project', 'brand': 'Jif', 'parent_company': 'The J.M. Smucker Company', 'publication_year': 2023, 'warc_source': 'WARC Effective 100', 'industry_sector': 'FMCG/Food', 'sub_category': 'Peanut Butter & Spreads'}, 'market_context': {'primary_market': 'United States', 'market_type': 'Developed', 'target_audience': 'Younger consumers', 'cultural_context': 'COVID pandemic impact on category'}, 'business_challenge': {'primary_challenge': 'Losing households/share, category declined 10.9%', 'market_situation': 'COVID impact on peanut butter category', 'competitive_context': 'Need for cultural relevance with youth'}, 'campaign_objectives': {'primary_objective': 'Improve category share, perception, brand searches', 'secondary_objectives': ['Connect with younger consumers', 'Increase cultural relevance', 'Drive organic website traffic']}, 'strategy_execution': {'core_strategy': 'Partner with Ludacris, music video, TikTok challenge', 'innovation_factor': 'Music industry crossover', 'execution_elements': ['Ludacris collaboration', 'New single release', 'Music video production', 'TikTok challenge', 'Street artist album cover design', 'Diamond encrusted Jif necklace']}, 'creative_elements': {'content_types': ['Music', 'Music Video', 'TikTok Challenge', 'Limited Edition Products'], 'celebrity_endorsement': {'featured': True, 'celebrity': 'Ludacris', 'role': 'Music collaborator'}, 'emotional_appeal': 'Medium - music, entertainment', 'cultural_relevance': 'High - rap culture'}, 'channels_media': {'primary_channels': ['TV', 'Online video', 'OOH', 'Social', 'Search', 'Spotify'], 'media_mix': 'Full spectrum approach'}, 'technology_integration': {'tech_enabled': True, 'platforms_used': ['TikTok', 'Streaming platforms'], 'innovation_level': 'Medium', 'social_media_integration': 'High'}, 'csr_purpose_elements': {'csr_integrated': False, 'focus': 'Cultural engagement rather than social cause'}, 'performance_metrics': {'business_impact': {'category_share': 'Significant increases', 'share_of_voice': 'Significant increases', 'website_traffic': 'Significant organic increases', 'brand_consideration': 'Significant increases'}}, 'awards_recognition': {'warc_effective_100': True}}",WARC_feature_extraction,2025-07-11T17:27:43.952026,1.0307171294718231,balanced,2025-07-11T17:56:28.842777
WARC_KFC_2024,Michelin Impossible,KFC,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,67.8,3.03,22.5,0.507,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_009,135898_KFC_Michelin_Impossibl.pdf,"{'case_id': 'warc_009', 'warc_file_id': '135898_KFC_Michelin_Impossibl.pdf', 'campaign_identification': {'campaign_name': 'Michelin Impossible', 'brand': 'KFC', 'parent_company': 'Yum! Brands', 'publication_year': 2021, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Fast Food/QSR', 'sub_category': 'Quick Service Restaurant'}, 'market_context': {'primary_market': 'Australia', 'market_type': 'Developed', 'target_audience': 'Australian consumers', 'cultural_context': 'Australians support underdog mentality'}, 'business_challenge': {'primary_challenge': 'Public dubious of food quality', 'market_situation': 'Great taste perception but not quality perception', 'perception_gap': 'Taste vs quality disconnect'}, 'campaign_objectives': {'primary_objective': 'Transform perceptions of food quality', 'secondary_objectives': ['Win Michelin Star for remote restaurant', 'Generate positive conversation', 'Challenge quality perceptions']}, 'strategy_execution': {'core_strategy': ""Win Michelin Star for world's most remote KFC"", 'innovation_factor': 'Michelin star pursuit for fast food', 'execution_elements': [""Target world's most remote KFC (Australian outback)"", 'Facebook campaign launch', 'Media amplification strategy', 'Underdog narrative']}, 'creative_elements': {'content_types': ['Social Media Campaign', 'PR Campaign'], 'emotional_appeal': 'High - underdog story', 'cultural_relevance': 'High - Australian underdog mentality', 'brand_integration': 'High - product quality focus'}, 'channels_media': {'primary_channels': ['Facebook', 'National/international media'], 'media_mix': 'Social-led with earned amplification'}, 'technology_integration': {'tech_enabled': False, 'innovation_level': 'Low', 'social_media_focus': 'Medium'}, 'csr_purpose_elements': {'csr_integrated': False, 'focus': 'Quality perception rather than social cause'}, 'performance_metrics': {'reach_metrics': {'conversation_increase': '633% increase in positive conversation'}, 'business_impact': {'roi': '$91:1 ROI', 'brand_perception': 'Significant quality perception improvement'}}, 'awards_recognition': {'warc_effective_100': True, 'roi_performance': 'Exceptional $91:1 ROI'}, 'agency_credits': {'creative_agency': 'Ogilvy Sydney', 'key_personnel': [""Toby Harrison, Ryan O'Connell - Contributors""]}}",WARC_feature_extraction,2025-07-11T17:27:43.952056,0.28011839342100464,balanced,2025-07-11T17:56:28.842777
WARC_DB_Export_2024,I'm Drinking It For You,DB Export,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,77.7,3.33,23.1,0.566,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_010,135897_DB_Export_Im_Drinking_It_For_Yo.pdf,"{'case_id': 'warc_010', 'warc_file_id': '135897_DB_Export_Im_Drinking_It_For_Yo.pdf', 'campaign_identification': {'campaign_name': ""I'm Drinking It For You"", 'brand': 'DB Export', 'parent_company': 'DB Breweries (Heineken)', 'publication_year': 2021, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Alcohol/Beer', 'sub_category': 'Low-Carb Beer'}, 'market_context': {'primary_market': 'New Zealand', 'market_type': 'Developed', 'target_audience': 'Beer drinkers and their partners', 'product_context': 'Launch of Extra Low Carb beer'}, 'business_challenge': {'primary_challenge': 'Need cheaper low-carb alternative, compromising perception', 'market_situation': 'Drinkers felt compromising by drinking low-carb beer', 'perception_issue': 'Low-carb seen as sacrifice'}, 'campaign_objectives': {'primary_objective': 'Launch Extra Low Carb beer, challenge preconceptions', 'secondary_objectives': ['Reframe low-carb as benefit to others', 'Drive trial', 'Position as selfless act']}, 'strategy_execution': {'core_strategy': ""Valentine's Day launch with love song, 'beer bouquets'"", 'innovation_factor': 'Positioning consumption as selfless act', 'execution_elements': [""Valentine's Day timing"", 'Love song creation', 'Music video production', ""12-pack 'beer bouquets'"", 'Experiential marketing']}, 'creative_elements': {'content_types': ['Music', 'Music Video', 'Product Innovation', 'Experiential'], 'emotional_appeal': 'High - love, sacrifice', 'cultural_relevance': ""Medium - Valentine's Day"", 'product_integration': 'High - product as gift'}, 'channels_media': {'primary_channels': ['Multi-platform', 'Experiential'], 'media_mix': 'Integrated multimedia approach'}, 'technology_integration': {'tech_enabled': False, 'innovation_level': 'Low', 'focus': 'Creative messaging over tech'}, 'csr_purpose_elements': {'csr_integrated': False, 'focus': 'Relationship benefit rather than social cause'}, 'performance_metrics': {'business_impact': {'roi': '10.68:1 ROI', 'objective_achievement': 'Exceeded all objectives'}}, 'awards_recognition': {'warc_effective_100': True, 'roi_performance': 'Strong 10.68:1 ROI'}, 'agency_credits': {'creative_agency': 'Colenso BBDO Auckland', 'media_agency': 'Carat Auckland', 'production': 'Red Star Auckland'}}",WARC_feature_extraction,2025-07-11T17:27:43.952089,1.2714752146201993,balanced,2025-07-11T17:56:28.842777
WARC_Nike_2024,Crazy Dreams,Nike,2024,,,Unknown,,,1,,,,0,None,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,68.4,3.05,16.0,0.51,,,,,WARC,full_case_study,Unknown,Unknown,Unknown,,,0.0,1.0,Unknown,Unknown,0.0,[],0.0,None,0.0,1.0,0.0,warc_011,143434_Nike_Crazy_Dream.pdf,"{'case_id': 'warc_011', 'warc_file_id': '143434_Nike_Crazy_Dream.pdf', 'campaign_identification': {'campaign_name': 'Crazy Dreams', 'brand': 'Nike', 'parent_company': 'Nike Inc.', 'publication_year': 2022, 'warc_source': 'WARC Effective 100', 'industry_sector': 'Sportswear/Apparel', 'sub_category': 'Athletic Footwear & Apparel'}, 'market_context': {'primary_market': 'Global', 'market_type': 'Global/Developed', 'target_audience': 'Athletes, sports fans, youth', 'cultural_context': ""30th anniversary of 'Just Do It'""}, 'business_challenge': {'primary_challenge': ""Refresh 'Just Do It' for new generation"", 'market_situation': 'Need to prove core belief still inspirational', 'brand_challenge': 'Maintain relevance of iconic tagline'}, 'campaign_objectives': {'primary_objective': 'Prove core belief still has power to inspire', 'secondary_objectives': ['Refresh brand for new generation', 'Demonstrate conviction over conformity', 'Create cultural conversation']}, 'strategy_execution': {'core_strategy': 'Stories of iconic athletes overcoming barriers', 'innovation_factor': '30th anniversary refresh with controversy', 'execution_elements': ['Colin Kaepernick feature', 'Multiple athlete stories', 'Barrier-breaking narratives', 'Film production', 'Multi-platform amplification']}, 'creative_elements': {'content_types': ['Film', 'Multiple platforms'], 'celebrity_endorsement': {'featured': True, 'celebrity': 'Colin Kaepernick, various athletes', 'role': 'Brand ambassadors and story subjects'}, 'emotional_appeal': 'Very High - inspiration, controversy', 'cultural_relevance': 'Very High - social justice, sports'}, 'channels_media': {'primary_channels': ['Film', 'Multiple platforms'], 'media_mix': 'Premium content with broad distribution'}, 'technology_integration': {'tech_enabled': False, 'innovation_level': 'Medium', 'focus': 'Content and messaging over tech'}, 'csr_purpose_elements': {'csr_integrated': True, 'csr_themes': ['Social justice', 'Athlete rights', 'Standing for beliefs'], 'authenticity_level': 'Very High', 'purpose_prominence': 'Co-primary with brand message'}, 'performance_metrics': {'business_impact': {'stock_price': 'Rose to all-time high', 'brand_value': '$6 billion brand value created', 'campaign_status': 'Most successful campaign in brand history'}}, 'awards_recognition': {'warc_effective_100': True, 'business_impact': 'Record-breaking performance', 'cultural_impact': 'Significant social conversation'}}",WARC_feature_extraction,2025-07-11T17:27:43.952126,0.336767354632387,balanced,2025-07-11T17:56:28.842777
